field_id,catalog_version,field_name,page_name,section_name_en,section_name_fr,section_order,panel_name,panel_suffix,point_type,mitigation_phase,answer_type,is_mandatory,visible_if,option_count,max_points,text_en,text_fr,guidance_en,guidance_fr
18,0.6,aboutSystem2,aboutSystem,About The System,À propos du système,6,aboutSystemPanel-NS,NS,none,,comment,N,"{aboutSystem1} contains [""item6-1""]",0,0,Please describe,S'il vous plait décrire,,
19,0.6,aboutAlgorithm1,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,3,The algorithm used will be a (trade) secret,L'algorithme utilisé sera un secret (commercial),,
20,0.6,aboutAlgorithm2,aboutAlgorithm,About the Algorithm,À propos de l'algorithme,7,aboutAlgorithmPanel-RS,RS,raw,,radiogroup,N,,2,3,The algorithmic process will be difficult to interpret or to explain,Le processus algorithmique sera difficile à interpréter ou à expliquer,,
21,0.6,decisionSector1,decisionSector,About The Decision,À propos de la décision,8,decisionSectorPanel-RS,RS,raw,,checkbox,N,,6,6,Does the decision pertain to any of the categories below (check all that apply):,La décision s'applique-t-elle à l'une ou l'autre des catégories ci-dessous (*Cochez toutes les réponses qui s'appliquent) :,,
22,0.6,decisionSector2,decisionSector,About The Decision,À propos de la décision,8,decisionSectorPanel-RS,RS,raw,,comment,N,"{decisionSector1} contains [""item6-1""]",0,0,Please describe,S'il vous plait décrire,,
23,0.6,impact1,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,1,Will the system only be used to assist a decision-maker?,Le système automatisera-t-il ou remplacera-t-il les décisions humaines qui exigent du jugement ou de la discrétion?,,
24,0.6,impact2,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,3,Will the system be replacing a decision that would otherwise be made by a human?,Le système automatisera-t-il ou remplacera-t-il les décisions humaines qui exigent du jugement ou de la discrétion?,,
25,0.6,impact3,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system be replacing human decisions that require judgement or discretion?,Le système automatisera-t-il ou remplacera-t-il les décisions humaines qui exigent du jugement ou de la discrétion?,,
26,0.6,impact4,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,"{impact3} contains [""item1-4""]",0,0,Please describe the decision(s) that will be automated,Veuillez décrire la ou les décisions qui seront automatisées,,
27,0.6,impact5,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,radiogroup,N,,2,4,Is the system used by a different part of the organization than the ones who developed it?,Le système est-il utilisé par une partie de l’organisation différente de celle à laquelle appartiennent ceux qui l’ont développé?,,
28,0.6,impact6,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,Are the impacts resulting from the decision reversible?,Les incidences découlant de la décision sont-elles réversibles?,,
29,0.6,impact7,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,How long will impacts from the decision last?,Combien de temps les incidences de la décision dureront-elles?,,
30,0.6,impact8,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are as per selected option above.,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus). ,,
31,0.6,impact9,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,2,The impacts that the decision will have on the rights or freedoms of individuals will likely be:,Les incidences de la décision sur les droits ou libertés des personnes seront probablement les suivantes :,,
32,0.6,impact10,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are (as per selected option above).,Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
33,0.6,impact11,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision will have on the health and well-being of individuals will likely be:,Les incidences de la décision sur la santé et le bien-être des personnes seront probablement les suivantes :,,
34,0.6,impact12,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are (as per selected option above),Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
35,0.6,impact13,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,The impacts that the decision will have on the economic interests of individuals will likely be:,Les incidences de la décision sur les intérêts économiques des personnes seront probablement les suivantes :,,
36,0.6,impact14,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are (as per selected option above),Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
37,0.6,impact15,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,dropdown,N,,4,4,"The impacts that the decision will have on the ongoing sustainability of an environmental ecosystem, will likely be:",Les incidences de la décision sur la pérennité d’un écosystème environnemental seront probablement les suivantes :,,
38,0.6,impact16,impact,Impact Assessment,Évaluation de l'incidence,9,impactPanel-RS,RS,raw,,comment,N,,0,0,Please describe why the impacts resulting from the decision are (as per selected option above),Veuillez indiquer pour quelle raison les incidences découlant de la décision sont (selon l’option sélectionnée ci-dessus).,,
39,0.6,aboutDataSource1,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the Automated Decision System use personal information as input data?,Le système de décision automatisé utilisera-t-il des renseignements personnels comme données d’entrée?,,
40,0.6,aboutDataSource2,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,5,4,What is the highest security classification of the input data used by the system? (Select one),Quelle est la classification de sécurité la plus élevée des données d’entrée utilisées par le système? (N’en choisir qu’une seule),,
41,0.6,aboutDataSource3,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,3,Who controls the data?,Qui contrôle les données?,,
42,0.6,aboutDataSource4,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system data use from multiple different sources?,Les données utilisées par le système proviendront-elles de plusieurs sources différentes?,,
43,0.6,aboutDataSource5,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,"Will the system require input data from an Internet- or telephony-connected device? (e.g. Internet of Things, sensor)","Le système aura-t-il besoin de données d’entrée provenant d’un appareil connecté à Internet ou à la téléphonie? (P. ex., internet des objets, un Capteur)",,
44,0.6,aboutDataSource6,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,radiogroup,N,,2,4,Will the system interface with other IT systems?,Le système interagira-t-il avec d’autres systèmes des TI?,,
45,0.6,aboutDataSource7,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the data used for training the system?,Qui a recueilli les données utilisées pour préparer le système? ,,
46,0.6,aboutDataSource8,aboutData,About The Data,À propos des données,10,aboutDataSourcePanel-RS,RS,raw,,dropdown,N,,4,4,Who collected the input data used by the system?,Qui a recueilli les données d’entrée utilisées par le système?,,
47,0.6,aboutDataType1,aboutData,About The Data,À propos des données,10,aboutDataTypePanel-RS,RS,raw,,radiogroup,N,,2,0,Will the system require the analysis of unstructured data to render a recommendation or a decision?,Le système exigera-t-il l’analyse de données non structurées pour faire une recommandation ou prendre une décision?,,
48,0.6,aboutDataType2,aboutData,About The Data,À propos des données,10,aboutDataTypePanel-RS,RS,raw,,checkbox,N,"{aboutDataType1} = ""item1""",2,6,What types of unstructured data? (Check all that apply),De quel type de données non structurées s’agit-il (Cochez toutes les réponses qui s’appliquent)?,,
49,0.6,consultationDesign1,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"Internal Stakeholders (Strategic policy and planning, Data Governance, Program Policy, etc.)","Intervenants internes (politique et planification stratégiques, gouvernance des données, politique du programme, etc.)",,
50,0.6,consultationDesign2-NS,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,checkbox,N,"{consultationDesign1} = ""item1-1""",7,0,Which Internal Stakeholders will you be engaging?,Quels intervenants internes allez-vous consulter?,,
51,0.6,consultationDesign3,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,radiogroup,N,,2,1,"External Stakeholders (Civil Society, Academia, Industry, etc.)","Intervenants externes (société civile, universités, industrie, etc.)",,
52,0.6,consultationDesign4-NS,consultationDesign,Consultations,,11,consultationDesignPanel-MS,MS,mitigation,design,checkbox,N,"{consultationDesign3} = ""item1-1""",3,0,Which External Stakeholders will you be engaging?,Quels intervenants externes allez-vous consulter?,,
53,0.6,consultationImplementation1,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,"Internal Stakeholders (Strategic policy and planning, Data Governance, Program Policy, etc.)","Intervenants internes (politique et planification stratégiques, gouvernance des données, politique du programme, etc.)",,
54,0.6,consultationImplementation2-NS,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,checkbox,N,"{consultationImplementation1} = ""item1-1""",7,0,Which Internal Stakeholders have you engaged?,Quels intervenants internes avez-vous consulté?,,
55,0.6,consultationImplementation3,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,radiogroup,N,,2,1,"External Stakeholders (Civil Society, Academia, Industry, etc.)","Intervenants externes (société civile, universités, industrie, etc.)",,
56,0.6,consultationImplementation4-NS,consultationImplementation,Consultations,,12,consultationImplementationPanel-MS,MS,mitigation,implementation,checkbox,N,"{consultationImplementation3} = ""item1-1""",3,0,Which External Stakeholders have you engaged?,Quels intervenants externes avez-vous consulté?,,
