submission_id,system_id,catalog_version,field_name,question_uid,point_type,points,answer_value_raw,option_index,answer_text_en,answer_text_fr,is_free_text,translation_source,mapped
18-1,18,0.9.1,impact9,18,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
18-1,18,0.9.1,impact10,17,raw,0,These are eligibility determinations with no impact on rights/freedoms.,,These are eligibility determinations with no impact on rights/freedoms.,,Y,missing,Y
18-1,18,0.9.1,impact11,69,raw,3,item3-3,2,High impact,Incidence élevée,N,catalog,Y
18-1,18,0.9.1,impact12,17,raw,0,Disability benefits impact overall wellness and possibly financial well-being.,,Disability benefits impact overall wellness and possibly financial well-being.,,Y,missing,Y
18-1,18,0.9.1,impact13,69,raw,3,item3-3,2,High impact,Incidence élevée,N,catalog,Y
18-1,18,0.9.1,impact14,17,raw,0,Disability awards will impact financial well-being.,,Disability awards will impact financial well-being.,,Y,missing,Y
18-1,18,0.9.1,impact15,19,raw,1,item1-1,0,Little to no impact,Incidence faible ou nulle,N,catalog,Y
18-1,18,0.9.1,impact16,17,raw,0,This is eligibility for individuals and does not relate to the environment.,,This is eligibility for individuals and does not relate to the environment.,,Y,missing,Y
18-1,18,0.9.1,aboutDataSource1,20,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,aboutDataSource9,73,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,aboutDataSource10,74,raw,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,aboutDataSource11,75,raw,0,item1-0,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,aboutDataSource2,21,raw,3,item4-3,3,Protected B / Protected C,Protégé B/Protégé C,N,catalog,Y
18-1,18,0.9.1,aboutDataSource3,22,raw,1,item2-1,1,Federal government,Gouvernement fédéral,N,catalog,Y
18-1,18,0.9.1,aboutDataSource4,23,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,aboutDataSource5,24,raw,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,aboutDataSource6,25,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,aboutDataSource7,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
18-1,18,0.9.1,aboutDataSource8,26,raw,1,item1-1,0,Your institution,Votre institution,N,catalog,Y
18-1,18,0.9.1,aboutDataType1,27,raw,0,item1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,aboutDataType2,28,raw,6,"[""item2-4"", ""item1-2""]",1;0,Images and videos;Audio and text files,Images et vidéos;Fichiers audio et textuels,N,catalog,Y
18-1,18,0.9.1,consultationDesign1,61,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,consultationDesign3,63,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign1,65,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign3,30,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign4,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign5,31,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign6,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign7,32,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign8,33,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign9,66,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,dataQualityDesign10,34,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,fairnessDesign1,68,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign2,36,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign3,37,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign4,38,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign5,39,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign6,40,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign7,41,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign8,42,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,fairnessDesign9,43,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign10,44,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign11,45,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign12,46,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign13,42,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign14,43,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign15,44,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign16,45,mitigation,2,item1-2,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,fairnessDesign17,46,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,privacyDesign1,71,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,privacyDesign2,72,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,privacyDesign3,77,mitigation,0,item2-0,1,No,Non,N,catalog,Y
18-1,18,0.9.1,privacyDesign4,78,mitigation,1,item1-1,0,Yes,Oui,N,catalog,Y
18-1,18,0.9.1,motivation-other,8,none,0,Reduction of cumbersome administrative tasks to free up more time for staff to dedicate to decision making. Contribute to consistency in decision making.,,Reduction of cumbersome administrative tasks to free up more time for staff to dedicate to decision making. Contribute to consistency in decision making.,,Y,missing,Y
18-1,18,0.9.1,consultationDesign2,62,mitigation,0,"[""item2"", ""item4"", ""item5"", ""item6"", ""item7"", ""item8"", ""item9""]",0;2;3;4;5;6;7,Strategic Policy and Planning;Program Policy;Legal Services;Access to Information and Privacy Office;Communications;Client Experience / Client Relationship Management;Other (describe),Politique et planification stratégique;Politique du programme;Services légaux;Bureau de l'accès à l'information et de la protection des renseignements personnels;;Expérience client / Gestion de la relation client;Autre (décrire),N,catalog,Y
18-1,18,0.9.1,consultationDesign2-other,76,mitigation,0,"Training Unit
Bureau of Pensions Advocates
Office of the Veterans Ombudsman",,"Training Unit
Bureau of Pensions Advocates
Office of the Veterans Ombudsman",,Y,missing,Y
18-1,18,0.9.1,consultationDesign4,64,mitigation,0,"[""item8"", ""item9""]",2;4,Industry;Other (describe),Industrie;Autre (décrire),N,catalog,Y
18-1,18,0.9.1,consultationDesign4-other,76,mitigation,0,Veterans Review and Appeal Board,,Veterans Review and Appeal Board,,Y,missing,Y
19-1,19,0.9.1,projectDetailsRespondent,1,none,0,Various Stakeholders at IRCC,,Various Stakeholders at IRCC,Divers intervenants à IRCC,Y,submitted_translation,Y
19-1,19,0.9.1,projectDetailsJob,2,none,0,n/a,,n/a,p/a,Y,submitted_translation,Y
19-1,19,0.9.1,projectDetailsDepartment-NS,3,none,0,050,38,Citizenship and Immigration (Department of),Citoyenneté et de l'Immigration (Ministère de la),N,catalog,Y
19-1,19,0.9.1,projectDetailsBranch,4,none,0,Various branches at IRCC,,Various branches at IRCC,Diverses direction générales à l’ircc,Y,submitted_translation,Y
19-1,19,0.9.1,projectDetailsTitle,5,none,0,Automation Tools to help process privately sponsored refugee applications,,Automation Tools to help process privately sponsored refugee applications,Utilisation d’outils d’automatisation pour accélérer le traitement des demandes de réfugiés parrainés par le secteur privé,Y,submitted_translation,Y
19-1,19,0.9.1,projectDetailsProgram,50,none,0,Refugees,,Refugees,réfugiés,Y,submitted_translation,Y
19-1,19,0.9.1,projectDetailsID,49,none,0,n/a,,n/a,,Y,missing,Y
19-1,19,0.9.1,projectDetailsPhase,51,none,0,item2,1,Implementation,Implémentation,N,catalog,Y
19-1,19,0.9.1,projectDetailsDescription,6,none,0,"The automation system  helps streamline the processing of both parts of Privately Sponsored Refugee applications – the sponsorship part and the refugee part. When reviewing an application, the system will first scan the sponsorship part to identify routine cases that can be automatically approved.  All sponsorship parts that are not automatically approved by the system go through the existing manual officer review process. For the second part of the application that refers to the refugee applicant file, the system helps sort and assign applications to officers at migration offices overseas based on office capabilities and officer expertise. This better uses the network of visa officers and reduces differences in processing times across immigration offices. Decisions on the refugee part of the application are not automated. All decisions on this part of the application are made by an officer based on their assessment of the application.",,"The automation system  helps streamline the processing of both parts of Privately Sponsored Refugee applications – the sponsorship part and the refugee part. When reviewing an application, the system will first scan the sponsorship part to identify routine cases that can be automatically approved.  All sponsorship parts that are not automatically approved by the system go through the existing manual officer review process. For the second part of the application that refers to the refugee applicant file, the system helps sort and assign applications to officers at migration offices overseas based on office capabilities and officer expertise. This better uses the network of visa officers and reduces differences in processing times across immigration offices. Decisions on the refugee part of the application are not automated. All decisions on this part of the application are made by an officer based on their assessment of the application.","Le système d’automatisation permet de simplifier le traitement des deux parties des demandes de réfugiés parrainés par le secteur privé : la partie concernant le parrainage et la partie concernant le réfugié. Lors de l’examen d’une demande, le système numérisera d’abord la partie concernant le parrainage afin de détecter les cas courants qui peuvent être approuvés automatiquement. Toutes les parties concernant le parrainage qui ne sont pas automatiquement approuvées par le système seront examinées par un agent lors du processus manuel actuel. Pour la deuxième partie de la demande, soit celle concernant le dossier du demandeur d’asile, le système permet de trier et d’attribuer des demandes aux agents en fonction de leur expertise et des capacités des bureaux de migration à l’étranger au sein desquels ils travaillent. Cela permet de mieux exploiter le réseau des agents des visas et de réduire les écarts liés aux délais de traitement des demandes au sein des bureaux d’immigration. Les décisions sur la partie concernant le réfugié ne sont pas automatisées; elles sont toutes prises par un agent selon l’évaluation de la demande qu’il fait.",Y,submitted_translation,Y
19-1,19,0.9.1,businessDrivers1,7,none,0,"[""item1"", ""item5"", ""item6""]",0;4;5,Existing backlog of work or cases;Use innovative approaches;Other (please specify),Arriéré de travail ou de cas existant;Utilisation d'approches novatrices;Autre (veuillez préciser),N,catalog,Y
19-1,19,0.9.1,motivation-other,8,none,0,"Facilitate more efficient use of IRCC resources in the processing of resettlement applications, assist in managing the growing volume of resettlement visa applications, and improve processing times
",,"Facilitate more efficient use of IRCC resources in the processing of resettlement applications, assist in managing the growing volume of resettlement visa applications, and improve processing times
",,Y,missing,Y
19-1,19,0.9.1,riskProfile1,52,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
19-1,19,0.9.1,riskProfile2,53,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
19-1,19,0.9.1,riskProfile3,54,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
19-1,19,0.9.1,riskProfile4,55,raw,0,item2-0,1,No,Non,N,catalog,Y
19-1,19,0.9.1,projectAuthority1,56,raw,0,item2-0,1,No,Non,N,catalog,Y
19-1,19,0.9.1,aboutSystem1,9,none,0,"[""item5""]",4,"Process optimization and workflow automation: Analyzing large data sets to identify and anomalies, cluster patterns, predict outcomes or ways to optimize; and automate specific workflows","Optimisation des processus et automatisation des flux de travail: Analyser de vastes jeux de données pour déterminer et corriger les anomalies, les modèles de grappes, prévoir les résultats ou les façons d'optimiser; et d'automatiser des flux de travail spécifique.",N,catalog,Y
19-1,19,0.9.1,aboutAlgorithm1,57,raw,0,item2-0,1,No,Non,N,catalog,Y
19-1,19,0.9.1,aboutAlgorithm2,58,raw,0,item2-0,1,No,Non,N,catalog,Y
19-1,19,0.9.1,decisionSector1,11,raw,1,"[""item6-1""]",5,Other (please specify),Autre (veuillez préciser),N,catalog,Y
19-1,19,0.9.1,decisionSector2,8,raw,0,Immigration services,,Immigration services,services d'immigration,Y,submitted_translation,Y
19-1,19,0.9.1,impact1,59,raw,0,item2-0,1,No,Non,N,catalog,Y
19-1,19,0.9.1,impact2,60,raw,3,item1-3,0,Yes,Oui,N,catalog,Y
19-1,19,0.9.1,impact3,47,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
19-1,19,0.9.1,impact4,48,raw,0,"The system will be automating approvals of the sponsorship part of the application for Permanent Residence in the PSR program for certain routine applications.  Refusals will not be automated.  Even for applications where the approval of the sponsorship part of the application is automated by the model, officers continue to make the final decision on each application. ",,"The system will be automating approvals of the sponsorship part of the application for Permanent Residence in the PSR program for certain routine applications.  Refusals will not be automated.  Even for applications where the approval of the sponsorship part of the application is automated by the model, officers continue to make the final decision on each application. ","Le système automatisera les approbations de la partie concernant le parrainage pour ce qui est de la résidence permanente dans le cadre du Programme de parrainage privé de réfugiés (PPPR) pour certaines demandes courantes. Les refus ne seront pas automatisés.Même dans les cas où la partie concernant le parrainage est approuvée par le système, les agents continuent de prendre la décision définitive pour chaque demande. ",Y,submitted_translation,Y
19-1,19,0.9.1,impact5,14,raw,4,item1-4,0,Yes,Oui,N,catalog,Y
19-1,19,0.9.1,impact6,15,raw,1,item1-1,0,Reversible,Réversible,N,catalog,Y
19-1,19,0.9.1,impact7,16,raw,4,item4-4,3,Most impacts are perpetual,La plupart des incidences sont sans limite dans le temps.,N,catalog,Y
